student_id,name,faculty,year,gpa,skills,languages,activities,key_course_grades,target_career
6610400323,Student_0323,Computer Engineering,3,2.76,"[{""name"": ""Feature Engineering"", ""level"": ""Intermediate""}, {""name"": ""Stream processing"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Intermediate""}, {""name"": ""Airflow"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""Data validation"", ""level"": ""Intermediate""}, {""name"": ""Vue.js"", ""level"": ""Beginner""}, {""name"": ""Elasticsearch"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[AI Research Intern] at [NECTEC AI Lab 2025] | [Software Intern] at [True Digital Group 2025] | [ML Engineer Intern] at [Grab Thailand 2025],"[{""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B""}, {""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""A""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""A""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""C""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""A""}, {""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""B+""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B""}, {""course_id"": ""01204352"", ""course_name"": ""Laws and Ethics in Information Technology"", ""grade"": ""C+""}]",Data Scientist
6610400324,Student_0324,Computer Engineering,3,2.45,"[{""name"": ""Technical Writing"", ""level"": ""Intermediate""}, {""name"": ""MySQL"", ""level"": ""Intermediate""}, {""name"": ""Apache Spark"", ""level"": ""Intermediate""}, {""name"": ""Data governance"", ""level"": ""Intermediate""}, {""name"": ""Snowflake"", ""level"": ""Intermediate""}, {""name"": ""Docker"", ""level"": ""Intermediate""}, {""name"": ""AWS"", ""level"": ""Intermediate""}, {""name"": ""Informatica"", ""level"": ""Advanced""}, {""name"": ""Boto3"", ""level"": ""Intermediate""}, {""name"": ""MATLAB"", ""level"": ""Beginner""}, {""name"": ""JavaScript"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Chinese"", ""level"": ""Beginner""}]",[AI Research Intern] at [NECTEC AI Lab 2025] | [Open-Source Contributor] at [GitHub Projects 2025] | [Cloud Intern] at [SCB Tech Group 2025],"[{""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""A""}, {""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""C+""}, {""course_id"": ""01205211"", ""course_name"": ""Electric Circuit Analysis I"", ""grade"": ""A""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""B""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B""}, {""course_id"": ""01219325"", ""course_name"": ""Software Development Security"", ""grade"": ""B""}]",Data Engineer
6610400325,Student_0325,Computer Engineering,3,3.37,"[{""name"": ""IC calibration"", ""level"": ""Advanced""}, {""name"": ""C"", ""level"": ""Intermediate""}, {""name"": ""Microcontroller programming"", ""level"": ""Advanced""}, {""name"": ""Problem-solving"", ""level"": ""Intermediate""}, {""name"": ""Real-Time Operating Systems (RTOS)"", ""level"": ""Advanced""}, {""name"": ""Digital Systems Design"", ""level"": ""Intermediate""}, {""name"": ""Next.js"", ""level"": ""Beginner""}, {""name"": ""Ansible"", ""level"": ""Advanced""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Embedded Systems Dev] at [Thai IoT Startup 2025] | [Product Manager Intern] at [Wongnai / LINE MAN 2025],"[{""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""B""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B+""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""C+""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""C""}, {""course_id"": ""01219461"", ""course_name"": ""Big Data Engineering"", ""grade"": ""A""}, {""course_id"": ""01204351"", ""course_name"": ""Database Systems"", ""grade"": ""B""}, {""course_id"": ""01204451"", ""course_name"": ""Database System Design"", ""grade"": ""B+""}]",Embedded Systems Engineer
6610400326,Student_0326,Computer Engineering,3,3.18,"[{""name"": ""GraphQL"", ""level"": ""Intermediate""}, {""name"": ""Creativity & Innovation"", ""level"": ""Intermediate""}, {""name"": ""Agile / Scrum Methodology"", ""level"": ""Intermediate""}, {""name"": ""Digital Game Production"", ""level"": ""Intermediate""}, {""name"": ""C#"", ""level"": ""Intermediate""}, {""name"": ""HTML"", ""level"": ""Intermediate""}, {""name"": ""SLO / SLA / SLI Design"", ""level"": ""Intermediate""}, {""name"": ""Ansible"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Game Developer Intern] at [Yggdrazil Group 2023] | [Full-Stack Developer] at [Student Startup (YC-backed) 2023] | [Software Intern] at [True Digital Group 2023],"[{""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B+""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""B""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""A""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""A""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""B""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01219364"", ""course_name"": ""Knowledge Discovery"", ""grade"": ""B""}, {""course_id"": ""01219344"", ""course_name"": ""Mobile Software Development"", ""grade"": ""B+""}, {""course_id"": ""01219322"", ""course_name"": ""Electronic Commerce Engineering"", ""grade"": ""C+""}]",Game Developer
6610400327,Student_0327,Computer Engineering,3,3.21,"[{""name"": ""OpenCV"", ""level"": ""Intermediate""}, {""name"": ""Debugging"", ""level"": ""Advanced""}, {""name"": ""Design patterns"", ""level"": ""Intermediate""}, {""name"": ""Software engineering fundamentals"", ""level"": ""Intermediate""}, {""name"": ""NoSQL"", ""level"": ""Intermediate""}, {""name"": ""AI/LLM project experience"", ""level"": ""Intermediate""}, {""name"": ""TensorFlow"", ""level"": ""Intermediate""}, {""name"": ""LangGraph"", ""level"": ""Beginner""}, {""name"": ""RAG"", ""level"": ""Intermediate""}, {""name"": ""Burp Suite"", ""level"": ""Intermediate""}, {""name"": ""Elasticsearch"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Chinese"", ""level"": ""Beginner""}]",[Researcher] at [KU Computer Vision Lab 2022] | [DevOps Engineer Intern] at [LINE Thailand 2022] | [Open-Source Contributor] at [GitHub Projects 2022] | [Software Intern] at [True Digital Group 2022],"[{""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B+""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""C""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""A""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""B+""}, {""course_id"": ""01219325"", ""course_name"": ""Software Development Security"", ""grade"": ""A""}]",Computer Vision Engineer
6610400328,Student_0328,Computer Engineering,3,2.33,"[{""name"": ""Apache Kafka"", ""level"": ""Intermediate""}, {""name"": ""Technical Writing"", ""level"": ""Beginner""}, {""name"": ""MongoDB"", ""level"": ""Intermediate""}, {""name"": ""MySQL"", ""level"": ""Intermediate""}, {""name"": ""FastAPI"", ""level"": ""Intermediate""}, {""name"": ""PostgreSQL"", ""level"": ""Intermediate""}, {""name"": ""Workflow design"", ""level"": ""Intermediate""}, {""name"": ""Node.js"", ""level"": ""Intermediate""}, {""name"": ""RESTful API"", ""level"": ""Intermediate""}, {""name"": ""HTTP/HTTPS"", ""level"": ""Intermediate""}, {""name"": ""A/B Testing"", ""level"": ""Intermediate""}, {""name"": ""Feature Engineering"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]",[Backend Developer] at [Senior Capstone Project 2025] | [Full-Stack Developer] at [Student Startup (YC-backed) 2025],"[{""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""A""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B+""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""A""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""A""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""B+""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""C+""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B""}, {""course_id"": ""01219335"", ""course_name"": ""Data Acquisition and Integration"", ""grade"": ""A""}, {""course_id"": ""01219334"", ""course_name"": ""Transaction Processing"", ""grade"": ""A""}]",Backend Engineer
6610400329,Student_0329,Computer Engineering,3,3.56,"[{""name"": ""Agile / Scrum Methodology"", ""level"": ""Intermediate""}, {""name"": ""Kafka"", ""level"": ""Intermediate""}, {""name"": ""C++"", ""level"": ""Intermediate""}, {""name"": ""C"", ""level"": ""Advanced""}, {""name"": ""SQL"", ""level"": ""Intermediate""}, {""name"": ""Flutter"", ""level"": ""Intermediate""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Advanced""}, {""name"": ""Java"", ""level"": ""Advanced""}, {""name"": ""Microservices"", ""level"": ""Intermediate""}, {""name"": ""PostgreSQL"", ""level"": ""Intermediate""}, {""name"": ""Git"", ""level"": ""Intermediate""}, {""name"": ""OWASP Top 10"", ""level"": ""Intermediate""}, {""name"": ""dbt (Data Build Tool)"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Backend Developer] at [Senior Capstone Project 2022] | [Teaching Assistant] at [CPE Department - Data Structures 2022] | [AI Research Intern] at [NECTEC AI Lab 2022] | [ML Engineer Intern] at [Grab Thailand 2022],"[{""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""A""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""C""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""C+""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""B+""}, {""course_id"": ""01205211"", ""course_name"": ""Electric Circuit Analysis I"", ""grade"": ""C""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B+""}, {""course_id"": ""01219349"", ""course_name"": ""Digital Game Production"", ""grade"": ""B+""}, {""course_id"": ""01219351"", ""course_name"": ""Web Application Development"", ""grade"": ""B""}]",Software Engineer
6610400330,Student_0330,Computer Engineering,3,3.32,"[{""name"": ""Python"", ""level"": ""Beginner""}, {""name"": ""Business acumen"", ""level"": ""Advanced""}, {""name"": ""Data Analytics"", ""level"": ""Intermediate""}, {""name"": ""Capability building"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""Product sense"", ""level"": ""Advanced""}, {""name"": ""A/B Testing"", ""level"": ""Intermediate""}, {""name"": ""Decision-making"", ""level"": ""Advanced""}, {""name"": ""Leadership"", ""level"": ""Intermediate""}, {""name"": ""Vulnerability Assessment"", ""level"": ""Advanced""}, {""name"": ""Flask"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[Team Lead] at [KU Hackathon 2022] | [Product Manager Intern] at [Wongnai / LINE MAN 2022],"[{""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""C+""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""A""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""C""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""A""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B+""}, {""course_id"": ""01219461"", ""course_name"": ""Big Data Engineering"", ""grade"": ""C""}, {""course_id"": ""01219333"", ""course_name"": ""Introduction to Data Mining"", ""grade"": ""A""}, {""course_id"": ""01204432"", ""course_name"": ""Object-Oriented Design"", ""grade"": ""A""}]",Product Manager (Technical)
6610400331,Student_0331,Economics,3,2.98,"[{""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Investment Banking (M&A Modeling)"", ""level"": ""Intermediate""}, {""name"": ""Due diligence"", ""level"": ""Intermediate""}, {""name"": ""Leadership"", ""level"": ""Intermediate""}, {""name"": ""Negotiation"", ""level"": ""Intermediate""}, {""name"": ""Derivatives Pricing (Black-Scholes)"", ""level"": ""Intermediate""}, {""name"": ""Monte Carlo Simulation"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[M&A Intern] at [Phatra Capital 2022] | [Member] at [KU Investment Club 2022] | [Economic Analyst] at [TDRI Policy Research 2022] | [FinTech Intern] at [KASIKORN Business-Technology Group 2022],"[{""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""C""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""A""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B+""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""A""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B+""}, {""course_id"": ""01101422"", ""course_name"": ""Economics of Financial Risk Management"", ""grade"": ""A""}]",Investment Banker
6610400332,Student_0332,Computer Engineering,3,2.95,"[{""name"": ""Agile / Scrum Methodology"", ""level"": ""Intermediate""}, {""name"": ""Message queues"", ""level"": ""Intermediate""}, {""name"": ""Multi-threaded programming"", ""level"": ""Intermediate""}, {""name"": ""High-availability systems"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""JVM"", ""level"": ""Advanced""}, {""name"": ""Web3 development"", ""level"": ""Beginner""}, {""name"": ""Blockchain technology"", ""level"": ""Intermediate""}, {""name"": ""GCP (BigQuery, GKE)"", ""level"": ""Advanced""}, {""name"": ""Java"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Smart Contract Dev] at [Bitkub Chain Hackathon 2024] | [Full-Stack Developer] at [Student Startup (YC-backed) 2024] | [Blockchain Developer] at [Web3 Thailand Hackathon 2024] | [Open-Source Contributor] at [GitHub Projects 2024],"[{""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""B+""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""B""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B+""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""B""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""C""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B+""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""B+""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""C+""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""A""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""A""}, {""course_id"": ""01204351"", ""course_name"": ""Database Systems"", ""grade"": ""C""}, {""course_id"": ""01219344"", ""course_name"": ""Mobile Software Development"", ""grade"": ""B+""}, {""course_id"": ""01205338"", ""course_name"": ""VLSI Systems"", ""grade"": ""B""}]",Blockchain / Web3 Developer
6610400333,Student_0333,Economics,3,3.75,"[{""name"": ""Investment portfolio management"", ""level"": ""Advanced""}, {""name"": ""Cash flow projection"", ""level"": ""Intermediate""}, {""name"": ""Financial modeling"", ""level"": ""Intermediate""}, {""name"": ""Financial Advisory"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Intermediate""}, {""name"": ""Presentation Skills"", ""level"": ""Intermediate""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""Power BI"", ""level"": ""Intermediate""}, {""name"": ""Credit analysis"", ""level"": ""Advanced""}, {""name"": ""Labor Market Analysis"", ""level"": ""Advanced""}, {""name"": ""Panel Data Analysis"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""German"", ""level"": ""Beginner""}]",[Equity Analyst Intern] at [Bualuang Securities 2024] | [Economic Analyst] at [TDRI Policy Research 2024],"[{""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""C""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""A""}, {""course_id"": ""01101431"", ""course_name"": ""Economics of Industrialization"", ""grade"": ""B""}]",Equity Research Analyst
6610400334,Student_0334,Computer Engineering,3,3.04,"[{""name"": ""Ansible"", ""level"": ""Intermediate""}, {""name"": ""Container security"", ""level"": ""Intermediate""}, {""name"": ""CloudWatch"", ""level"": ""Intermediate""}, {""name"": ""Perl"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Beginner""}, {""name"": ""Chef"", ""level"": ""Advanced""}, {""name"": ""Natural Language Processing"", ""level"": ""Intermediate""}, {""name"": ""GCP (BigQuery, GKE)"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[ML Engineer Intern] at [Grab Thailand 2024] | [Software Intern] at [True Digital Group 2024] | [Open-Source Contributor] at [GitHub Projects 2024] | [Full-Stack Developer] at [Student Startup (YC-backed) 2024],"[{""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""B+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B+""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""C""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B+""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B+""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""C+""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01219367"", ""course_name"": ""Data Analytics"", ""grade"": ""B""}, {""course_id"": ""01204466"", ""course_name"": ""Deep Learning"", ""grade"": ""B+""}]",DevOps / SRE Engineer
6610400335,Student_0335,Computer Engineering,3,3.08,"[{""name"": ""Kubeflow"", ""level"": ""Beginner""}, {""name"": ""Deep Learning"", ""level"": ""Intermediate""}, {""name"": ""Apache Spark"", ""level"": ""Beginner""}, {""name"": ""AutoGen"", ""level"": ""Advanced""}, {""name"": ""Docker"", ""level"": ""Intermediate""}, {""name"": ""Data analysis"", ""level"": ""Intermediate""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Intermediate""}, {""name"": ""Azure AI Foundry"", ""level"": ""Intermediate""}, {""name"": ""C++"", ""level"": ""Beginner""}, {""name"": ""Nginx"", ""level"": ""Intermediate""}, {""name"": ""Cryptography"", ""level"": ""Advanced""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""German"", ""level"": ""Beginner""}]",[LLM App Developer] at [AI Builders Thailand 2023] | [Open-Source Contributor] at [GitHub Projects 2023],"[{""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""B""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B+""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""C+""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""C+""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""B+""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""C+""}, {""course_id"": ""01204438"", ""course_name"": ""Enterprise Application Architecture"", ""grade"": ""C+""}, {""course_id"": ""01204473"", ""course_name"": ""Mechatronic System and Control"", ""grade"": ""A""}, {""course_id"": ""01219325"", ""course_name"": ""Software Development Security"", ""grade"": ""B+""}]",AI Engineer
6610400336,Student_0336,Economics,3,3.35,"[{""name"": ""Microsoft PowerPoint"", ""level"": ""Intermediate""}, {""name"": ""Debt Capital Markets"", ""level"": ""Intermediate""}, {""name"": ""Financial Advisory"", ""level"": ""Intermediate""}, {""name"": ""Report Writing"", ""level"": ""Intermediate""}, {""name"": ""Capital Budgeting"", ""level"": ""Intermediate""}, {""name"": ""Financial modeling"", ""level"": ""Advanced""}, {""name"": ""Forecasting"", ""level"": ""Advanced""}, {""name"": ""Research Design"", ""level"": ""Intermediate""}, {""name"": ""Microeconometrics"", ""level"": ""Advanced""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""German"", ""level"": ""Beginner""}]",[Equity Analyst Intern] at [Bualuang Securities 2024] | [Member] at [KU Investment Club 2024] | [Economic Analyst] at [TDRI Policy Research 2024] | [Policy Research Intern] at [NESDC Thailand 2024],"[{""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""C+""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""A""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""A""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""A""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""A""}, {""course_id"": ""01101441"", ""course_name"": ""Public Economics"", ""grade"": ""B+""}, {""course_id"": ""01101425"", ""course_name"": ""Business Economic Ethics"", ""grade"": ""B""}]",Equity Research Analyst
6610400337,Student_0337,Economics,3,2.91,"[{""name"": ""Global economic analysis"", ""level"": ""Intermediate""}, {""name"": ""Reuters Eikon"", ""level"": ""Advanced""}, {""name"": ""Financial time series analysis"", ""level"": ""Intermediate""}, {""name"": ""Microsoft Excel"", ""level"": ""Intermediate""}, {""name"": ""Risk metrics (drawdown, Sharpe/Sortino, hit rate)"", ""level"": ""Intermediate""}, {""name"": ""Derivatives Pricing (Black-Scholes)"", ""level"": ""Intermediate""}, {""name"": ""Microsoft PowerPoint"", ""level"": ""Advanced""}, {""name"": ""Adaptability"", ""level"": ""Beginner""}, {""name"": ""Analytical Thinking"", ""level"": ""Advanced""}, {""name"": ""Julia (Economic Modeling)"", ""level"": ""Intermediate""}, {""name"": ""Poverty Analysis"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""French"", ""level"": ""Beginner""}]",[Bond Trader Intern] at [Finansa Capital 2022] | [M&A Intern] at [Phatra Capital 2022],"[{""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""C+""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""B""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""C""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""A""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""B""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""A""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""B""}, {""course_id"": ""01101414"", ""course_name"": ""Economic Development of ASEAN Countries"", ""grade"": ""A""}, {""course_id"": ""01101475"", ""course_name"": ""Mathematical Economics IV"", ""grade"": ""A""}, {""course_id"": ""01101458"", ""course_name"": ""Economics of Government Expenditure"", ""grade"": ""B+""}]",Derivatives Trader
