alumni_id,faculty,first_job_title,gpa_at_graduation,skills_at_graduation,activities_in_college,key_course_grades,salary_start,years_to_promotion,success_score
ALUM_0409,Computer Engineering,DevOps / SRE Engineer,2.58,"[{""name"": ""AWS"", ""level"": ""Intermediate""}, {""name"": ""Terraform"", ""level"": ""Beginner""}, {""name"": ""Azure"", ""level"": ""Advanced""}, {""name"": ""DAST"", ""level"": ""Advanced""}, {""name"": ""Kubernetes"", ""level"": ""Intermediate""}, {""name"": ""Docker"", ""level"": ""Intermediate""}, {""name"": ""Bash"", ""level"": ""Intermediate""}, {""name"": ""CI/CD Pipelines"", ""level"": ""Beginner""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Advanced""}, {""name"": ""AWS Glue"", ""level"": ""Advanced""}, {""name"": ""VMware"", ""level"": ""Intermediate""}, {""name"": ""TCP/IP"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[ML Engineer Intern] at [Grab Thailand 2022] | [Frontend Developer] at [KBTG Digital Banking 2022],"[{""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""A""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""A""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""B""}, {""course_id"": ""01204271"", ""course_name"": ""Introduction to Computer Engineering"", ""grade"": ""A""}, {""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""B""}, {""course_id"": ""01204322"", ""course_name"": ""Embedded System"", ""grade"": ""B""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""C+""}, {""course_id"": ""01204391"", ""course_name"": ""Career and Social Skill Development Laboratory"", ""grade"": ""A""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B+""}, {""course_id"": ""01219367"", ""course_name"": ""Data Analytics"", ""grade"": ""B""}, {""course_id"": ""01204472"", ""course_name"": ""Numerical Computation"", ""grade"": ""B+""}, {""course_id"": ""01204411"", ""course_name"": ""Quantum Computing"", ""grade"": ""C+""}, {""course_id"": ""01204466"", ""course_name"": ""Deep Learning"", ""grade"": ""B+""}]",56792,3,84
ALUM_0410,Economics,Sustainability / ESG Finance Analyst,2.99,"[{""name"": ""Regression Analysis"", ""level"": ""Advanced""}, {""name"": ""Green Bond / Sustainable Finance Analysis"", ""level"": ""Advanced""}, {""name"": ""Climate risk assessment"", ""level"": ""Intermediate""}, {""name"": ""Economics of Natural Resources and Public Policy"", ""level"": ""Intermediate""}, {""name"": ""Data Visualization"", ""level"": ""Intermediate""}, {""name"": ""CFA Certificate in ESG Investing"", ""level"": ""Advanced""}, {""name"": ""Stakeholder coordination"", ""level"": ""Advanced""}, {""name"": ""Valuation analysis"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Green Finance RA] at [Climate Policy Initiative 2025] | [Teaching Assistant] at [ECON Department - Econometrics 2025],"[{""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""A""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""A""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""B""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""C+""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""B+""}, {""course_id"": ""01101411"", ""course_name"": ""Regional Economics"", ""grade"": ""A""}, {""course_id"": ""01101426"", ""course_name"": ""Real Estate Business Economics"", ""grade"": ""B""}, {""course_id"": ""01101461"", ""course_name"": ""Economic Valuation of Natural Resources"", ""grade"": ""A""}]",50774,2,85
ALUM_0411,Economics,Equity Research Analyst,3.97,"[{""name"": ""Industry Analysis"", ""level"": ""Advanced""}, {""name"": ""Forecasting"", ""level"": ""Intermediate""}, {""name"": ""Investment portfolio management"", ""level"": ""Advanced""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""Microsoft Excel"", ""level"": ""Intermediate""}, {""name"": ""Microsoft Word"", ""level"": ""Advanced""}, {""name"": ""Cash flow projection"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Advanced""}, {""name"": ""Credit analysis"", ""level"": ""Advanced""}, {""name"": ""Debt Capital Markets"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Equity Analyst Intern] at [Bualuang Securities 2025] | [Member] at [KU Investment Club 2025],"[{""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""A""}, {""course_id"": ""01101384"", ""course_name"": ""Economics of Money and Banking"", ""grade"": ""B""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""C""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""B""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""C+""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B""}, {""course_id"": ""01101414"", ""course_name"": ""Economic Development of ASEAN Countries"", ""grade"": ""B+""}, {""course_id"": ""01101441"", ""course_name"": ""Public Economics"", ""grade"": ""A""}]",37442,4,71
ALUM_0412,Computer Engineering,Full-Stack Developer,2.62,"[{""name"": ""Agile methodologies"", ""level"": ""Intermediate""}, {""name"": ""Node.js"", ""level"": ""Advanced""}, {""name"": ""OWASP"", ""level"": ""Beginner""}, {""name"": ""Git"", ""level"": ""Intermediate""}, {""name"": ""TypeScript"", ""level"": ""Advanced""}, {""name"": ""Yarn"", ""level"": ""Intermediate""}, {""name"": ""JavaScript"", ""level"": ""Intermediate""}, {""name"": ""DevOps practices"", ""level"": ""Advanced""}, {""name"": ""Agile / Scrum Methodology"", ""level"": ""Advanced""}, {""name"": ""CI/CD"", ""level"": ""Intermediate""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Advanced""}, {""name"": ""Log management"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""German"", ""level"": ""Beginner""}]",[Team Lead] at [KU Hackathon 2023] | [Backend Developer] at [Senior Capstone Project 2023] | [Full-Stack Developer] at [Student Startup (YC-backed) 2023] | [Software Intern] at [True Digital Group 2023],"[{""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""C""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""B""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B+""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B+""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""B""}, {""course_id"": ""01204322"", ""course_name"": ""Embedded System"", ""grade"": ""B""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204342"", ""course_name"": ""Managing Software Development"", ""grade"": ""A""}, {""course_id"": ""01204433"", ""course_name"": ""Programming Language Translation"", ""grade"": ""B+""}]",31400,5,67
ALUM_0413,Computer Engineering,AI Engineer,3.18,"[{""name"": ""CI/CD workflows"", ""level"": ""Intermediate""}, {""name"": ""AutoGen"", ""level"": ""Intermediate""}, {""name"": ""Vector Databases (Pinecone/Weaviate)"", ""level"": ""Advanced""}, {""name"": ""Machine Learning"", ""level"": ""Advanced""}, {""name"": ""Generative AI"", ""level"": ""Beginner""}, {""name"": ""Hugging Face"", ""level"": ""Advanced""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Intermediate""}, {""name"": ""MLflow"", ""level"": ""Advanced""}, {""name"": ""Airflow"", ""level"": ""Intermediate""}, {""name"": ""Tableau"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[LLM App Developer] at [AI Builders Thailand 2024] | [AI Research Intern] at [NECTEC AI Lab 2024],"[{""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""B+""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B+""}, {""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""C""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""C+""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""B""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""B""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""A""}, {""course_id"": ""01204314"", ""course_name"": ""Statistics for Computer Engineering Applications"", ""grade"": ""A""}, {""course_id"": ""01204213"", ""course_name"": ""Theory of Computation"", ""grade"": ""C+""}, {""course_id"": ""01219367"", ""course_name"": ""Data Analytics"", ""grade"": ""B+""}, {""course_id"": ""01204426"", ""course_name"": ""Advanced Network and Network Configuration"", ""grade"": ""A""}]",78735,3,90
ALUM_0414,Economics,Investment Banker,3.36,"[{""name"": ""Financial Economics"", ""level"": ""Intermediate""}, {""name"": ""IPO"", ""level"": ""Intermediate""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Independent Financial Advisory"", ""level"": ""Advanced""}, {""name"": ""Due diligence"", ""level"": ""Intermediate""}, {""name"": ""SEC/SET regulations"", ""level"": ""Intermediate""}, {""name"": ""Debt financing"", ""level"": ""Advanced""}, {""name"": ""Investment Banking (M&A Modeling)"", ""level"": ""Intermediate""}, {""name"": ""Debt restructuring"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Advanced""}, {""name"": ""Chinese language"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[M&A Intern] at [Phatra Capital 2025] | [FinTech Intern] at [KASIKORN Business-Technology Group 2025],"[{""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B+""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B+""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""A""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""A""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""B+""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B+""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""A""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B""}, {""course_id"": ""01101455"", ""course_name"": ""Investment Analysis"", ""grade"": ""C+""}, {""course_id"": ""01101424"", ""course_name"": ""Business Economics of Strategy"", ""grade"": ""B+""}, {""course_id"": ""01101445"", ""course_name"": ""Urban and Housing Economics"", ""grade"": ""C+""}, {""course_id"": ""01101471"", ""course_name"": ""Mathematical Programming for Economic Applications"", ""grade"": ""C""}]",75957,3,82
ALUM_0415,Economics,Equity Research Analyst,3.11,"[{""name"": ""Investment Analysis"", ""level"": ""Beginner""}, {""name"": ""Financial Statement Analysis"", ""level"": ""Beginner""}, {""name"": ""Microsoft PowerPoint"", ""level"": ""Intermediate""}, {""name"": ""Industry Analysis"", ""level"": ""Advanced""}, {""name"": ""Capital Budgeting"", ""level"": ""Intermediate""}, {""name"": ""Financial modeling"", ""level"": ""Intermediate""}, {""name"": ""Investment portfolio management"", ""level"": ""Advanced""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Power BI"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Advanced""}, {""name"": ""Credit analysis"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Chinese"", ""level"": ""Intermediate""}]",[Equity Analyst Intern] at [Bualuang Securities 2025] | [Policy Research Intern] at [NESDC Thailand 2025] | [Economic Analyst] at [TDRI Policy Research 2025],"[{""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""C""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""C+""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""A""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""B""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""A""}, {""course_id"": ""01101485"", ""course_name"": ""Buddhist Economics"", ""grade"": ""C""}, {""course_id"": ""01101437"", ""course_name"": ""International Trade Theory and Policy"", ""grade"": ""B+""}, {""course_id"": ""01101424"", ""course_name"": ""Business Economics of Strategy"", ""grade"": ""A""}]",45588,3,74
ALUM_0416,Computer Engineering,Product Manager (Technical),3.19,"[{""name"": ""SQL"", ""level"": ""Intermediate""}, {""name"": ""Coaching"", ""level"": ""Beginner""}, {""name"": ""Problem decomposition"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""Cross-functional collaboration"", ""level"": ""Advanced""}, {""name"": ""JIRA / Agile Tools"", ""level"": ""Advanced""}, {""name"": ""Leadership"", ""level"": ""Advanced""}, {""name"": ""Product Roadmapping"", ""level"": ""Intermediate""}, {""name"": ""Technical Writing"", ""level"": ""Advanced""}, {""name"": ""Python"", ""level"": ""Advanced""}, {""name"": ""Figma (UI/UX)"", ""level"": ""Intermediate""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Team Lead] at [KU Hackathon 2025] | [Workshop Facilitator] at [KU Coding Club 2025] | [Product Manager Intern] at [Wongnai / LINE MAN 2025] | [Full-Stack Developer] at [Student Startup (YC-backed) 2025],"[{""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""A""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B""}, {""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""B""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""A""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""A""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""C""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""B""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""A""}, {""course_id"": ""01219332"", ""course_name"": ""Data Warehouse"", ""grade"": ""C""}, {""course_id"": ""01204352"", ""course_name"": ""Laws and Ethics in Information Technology"", ""grade"": ""C""}]",86498,1,92
ALUM_0417,Economics,Investment Banker,3.39,"[{""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Beginner""}, {""name"": ""Independent Financial Advisory"", ""level"": ""Intermediate""}, {""name"": ""Presentation Skills"", ""level"": ""Advanced""}, {""name"": ""Debt financing"", ""level"": ""Advanced""}, {""name"": ""SEC/SET regulations"", ""level"": ""Advanced""}, {""name"": ""Negotiation"", ""level"": ""Intermediate""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""Valuation (DCF, Comps)"", ""level"": ""Intermediate""}, {""name"": ""MS Office"", ""level"": ""Advanced""}, {""name"": ""English communication"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""Financial Advisor (FA) license"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[M&A Intern] at [Phatra Capital 2023] | [Policy Research Intern] at [NESDC Thailand 2023],"[{""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B+""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B+""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""B""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101454"", ""course_name"": ""Financial Economics"", ""grade"": ""C""}, {""course_id"": ""01101485"", ""course_name"": ""Buddhist Economics"", ""grade"": ""A""}, {""course_id"": ""01101473"", ""course_name"": ""Input-Output Analysis"", ""grade"": ""B""}]",68796,3,80
ALUM_0418,Computer Engineering,Data Engineer,2.73,"[{""name"": ""Apache Iceberg"", ""level"": ""Beginner""}, {""name"": ""Azure"", ""level"": ""Advanced""}, {""name"": ""Prefect"", ""level"": ""Beginner""}, {""name"": ""GCP"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Intermediate""}, {""name"": ""Terraform"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Intermediate""}, {""name"": ""SSIS"", ""level"": ""Advanced""}, {""name"": ""Data warehousing"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]",[AI Research Intern] at [NECTEC AI Lab 2023] | [Open-Source Contributor] at [GitHub Projects 2023],"[{""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""A""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""B""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""B""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""A""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""B""}, {""course_id"": ""01219334"", ""course_name"": ""Transaction Processing"", ""grade"": ""C""}, {""course_id"": ""01219336"", ""course_name"": ""Advanced Database"", ""grade"": ""B""}, {""course_id"": ""01204432"", ""course_name"": ""Object-Oriented Design"", ""grade"": ""A""}, {""course_id"": ""01219325"", ""course_name"": ""Software Development Security"", ""grade"": ""C+""}]",66032,4,89
ALUM_0419,Economics,Corporate Finance Analyst,3.45,"[{""name"": ""Bloomberg Terminal"", ""level"": ""Intermediate""}, {""name"": ""Financial modeling"", ""level"": ""Intermediate""}, {""name"": ""Capital Budgeting"", ""level"": ""Beginner""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""Microsoft Word"", ""level"": ""Intermediate""}, {""name"": ""Cost-Benefit Analysis (CBA)"", ""level"": ""Intermediate""}, {""name"": ""Financial Statement Analysis"", ""level"": ""Beginner""}, {""name"": ""Presentation skills"", ""level"": ""Advanced""}, {""name"": ""Negotiation"", ""level"": ""Intermediate""}, {""name"": ""Financial Advisory"", ""level"": ""Advanced""}, {""name"": ""Tableau"", ""level"": ""Advanced""}, {""name"": ""Debt Capital Markets"", ""level"": ""Advanced""}, {""name"": ""Power BI"", ""level"": ""Intermediate""}, {""name"": ""Credit analysis"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[Quantitative Analyst] at [Kasikorn Asset Management 2024] | [Policy Research Intern] at [NESDC Thailand 2024] | [M&A Intern] at [Phatra Capital 2024] | [Economic Analyst] at [TDRI Policy Research 2024],"[{""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B+""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""A""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""A""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""B+""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""B""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""A""}, {""course_id"": ""01101474"", ""course_name"": ""Econometrics II"", ""grade"": ""B+""}, {""course_id"": ""01101441"", ""course_name"": ""Public Economics"", ""grade"": ""C""}, {""course_id"": ""01101435"", ""course_name"": ""Human Capital and Education Economics"", ""grade"": ""B+""}, {""course_id"": ""01101481"", ""course_name"": ""Welfare Economics"", ""grade"": ""C+""}]",45805,3,80
ALUM_0420,Economics,Risk Manager,3.08,"[{""name"": ""Stochastic Modeling"", ""level"": ""Advanced""}, {""name"": ""Regulatory compliance"", ""level"": ""Beginner""}, {""name"": ""Economics of Financial Risk Management"", ""level"": ""Intermediate""}, {""name"": ""Credit Analysis"", ""level"": ""Advanced""}, {""name"": ""Risk assessment"", ""level"": ""Advanced""}, {""name"": ""Credit risk frameworks"", ""level"": ""Beginner""}, {""name"": ""Derivatives Pricing (Black-Scholes)"", ""level"": ""Intermediate""}, {""name"": ""Regression Analysis"", ""level"": ""Intermediate""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Intermediate""}, {""name"": ""Python (Pandas, NumPy, Statsmodels)"", ""level"": ""Advanced""}, {""name"": ""Analytical Thinking"", ""level"": ""Intermediate""}, {""name"": ""Margin loan policies"", ""level"": ""Intermediate""}, {""name"": ""Attention to Detail"", ""level"": ""Advanced""}, {""name"": ""Risk monitoring tools"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Equity Analyst Intern] at [Bualuang Securities 2022] | [M&A Intern] at [Phatra Capital 2022],"[{""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""A""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B+""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""A""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B+""}, {""course_id"": ""01101471"", ""course_name"": ""Mathematical Programming for Economic Applications"", ""grade"": ""A""}, {""course_id"": ""01101432"", ""course_name"": ""Game Theory and Its Applications in Industrial Economics"", ""grade"": ""B""}, {""course_id"": ""01101476"", ""course_name"": ""Microeconometrics"", ""grade"": ""A""}, {""course_id"": ""01101474"", ""course_name"": ""Econometrics II"", ""grade"": ""B""}]",77810,3,96
ALUM_0421,Computer Engineering,DevOps / SRE Engineer,3.21,"[{""name"": ""Dependency scanning"", ""level"": ""Intermediate""}, {""name"": ""Container security"", ""level"": ""Beginner""}, {""name"": ""GCP (BigQuery, GKE)"", ""level"": ""Intermediate""}, {""name"": ""Linux System Admin"", ""level"": ""Intermediate""}, {""name"": ""Docker"", ""level"": ""Intermediate""}, {""name"": ""GitHub Actions"", ""level"": ""Intermediate""}, {""name"": ""SAST"", ""level"": ""Intermediate""}, {""name"": ""Ansible"", ""level"": ""Intermediate""}, {""name"": ""Hudson"", ""level"": ""Advanced""}, {""name"": ""Ant"", ""level"": ""Advanced""}, {""name"": ""Network Security"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[ML Engineer Intern] at [Grab Thailand 2024] | [Frontend Developer] at [KBTG Digital Banking 2024] | [Open-Source Contributor] at [GitHub Projects 2024],"[{""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""C""}, {""course_id"": ""01204322"", ""course_name"": ""Embedded System"", ""grade"": ""A""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""B+""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""A""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""A""}, {""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""A""}, {""course_id"": ""01204428"", ""course_name"": ""Wireless Embedded Systems"", ""grade"": ""C""}, {""course_id"": ""01206323"", ""course_name"": ""Operations Research for Engineers II"", ""grade"": ""A""}, {""course_id"": ""01204342"", ""course_name"": ""Managing Software Development"", ""grade"": ""B""}, {""course_id"": ""01219336"", ""course_name"": ""Advanced Database"", ""grade"": ""B+""}]",75015,1,94
